algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,105,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,3.445322815589161e-05,1.5766193866729736,0.1655738353729248,1.4110455513000488,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,105,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,1.6308205127716064,0.19301414489746094,1.4378063678741455,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,110,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.000405779341642901,1.5634987354278564,0.17327094078063965,1.3902277946472168,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,110,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,1.5665626525878906,0.22333025932312012,1.3432323932647705,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,110,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,1.5354328155517578,0.1755967140197754,1.3598361015319824,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,120,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0006889671027902662,1.615459680557251,0.17362403869628906,1.441835641860962,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,120,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0007509588795045383,1.6250498294830322,0.20010042190551758,1.4249494075775146,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,120,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.00010865219969710571,1.4949510097503662,0.17023134231567383,1.3247196674346924,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,100000,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0003404867838570705,1.5564467906951904,0.21512341499328613,1.3413233757019043,,,,,,central,

